"year","area","var.name","ncell","var.wgt.mean","var.min","var.max","var.sd","var.med"
1993,0,"V_max",1,0.826679422798677,0.826679422798677,0.826679422798677,NA,0.826679422798677
1993,1010,"V_max",121,0.743871451273984,0.670376748326667,0.826679422798677,0.0444869308221071,0.75987021102267
1993,1020,"V_max",114,0.819866115147214,0.478437752220414,0.876150843668886,0.0773053947421542,0.826679422798677
1993,1030,"V_max",27,0.303331521695532,0.153843249560433,0.541251631947024,0.094403284117231,0.284040099817403
1993,1040,"V_max",4,0.125342670588874,0.111390081536661,0.142877959102496,0.0142769631150087,0.123549262644745
1993,1050,"V_max",73,0.74618975184778,0.670376748326667,0.795870303798614,0.0416297578889371,0.75987021102267
1993,1060,"V_max",144,0.810449985034899,0.307294255664178,0.876150843668886,0.0978749208714466,0.826679422798677
1993,1070,"V_max",29,0.315405927448162,0.130722174291146,0.587996655379246,0.114990632663453,0.284040099817403
1993,1080,"V_max",2,0.188068519943998,0.137981565040145,0.238032489494861,0.0707466871459127,0.188007027267503
1993,1090,"V_max",74,0.74045004679555,0.610405544527464,0.826679422798677,0.0479826485021449,0.75987021102267
1993,1100,"V_max",112,0.796984145010307,0.234568173491671,0.876150843668886,0.12785408433189,0.841685739106372
1993,1110,"V_max",22,0.174261087759901,0.0512544564293711,0.455113673915045,0.110681769324849,0.139354077100587
1993,1120,"V_max",1,0.273413800903441,0.273413800903441,0.273413800903441,NA,0.273413800903441
1993,1610,"V_max",52,0.711277567104251,0.670376748326667,0.853376958752506,0.050008660174396,0.716981359885185
1993,1620,"V_max",10,0.828833021234629,0.617020005218819,0.895713319058276,0.0774669619499915,0.853376958752506
1993,1630,"V_max",2,0.885932081363581,0.876150843668886,0.895713319058276,0.0138327590046326,0.885932081363581
1993,1650,"V_max",61,0.725686041189171,0.670376748326667,0.826679422798677,0.050035325866088,0.718625009571996
1993,1660,"V_max",27,0.83476567552765,0.58575280329118,0.877714979633895,0.065808200101785,0.853376958752506
1993,1670,"V_max",6,0.60274528456549,0.31805957989367,0.876150843668886,0.225685265300574,0.567633620688473
1993,1690,"V_max",89,0.741763514451737,0.670376748326667,0.826679422798677,0.0456569057339842,0.75987021102267
1993,1700,"V_max",50,0.796377733773574,0.431692728788192,0.876150843668886,0.0977018418450441,0.826679422798677
1993,1710,"V_max",10,0.422757992450291,0.273413800903441,0.696616425456108,0.127700650000263,0.413802682459578
1993,1720,"V_max",1,0.31805957989367,0.31805957989367,0.31805957989367,NA,0.31805957989367
1993,1730,"V_max",83,0.729215055547846,0.670376748326667,0.795870303798614,0.0416581758782088,0.718625009571996
1993,1740,"V_max",59,0.808160744973822,0.402296363281913,0.876150843668885,0.101747995211147,0.853376958752506
1993,1750,"V_max",5,0.327166314045007,0.191726992666849,0.456268681213656,0.109708370494241,0.362990616941798
1993,1760,"V_max",2,0.18230700531042,0.180761702208912,0.183853625789198,0.00218632013053083,0.182307663999055
1993,3020,"V_max",1,0.670376748326667,0.670376748326667,0.670376748326667,NA,0.670376748326667
1993,3440,"V_max",2,0.670376748326667,0.670376748326667,0.670376748326667,0,0.670376748326667
1993,3450,"V_max",1,0.718625009571996,0.718625009571996,0.718625009571996,NA,0.718625009571996
1993,3550,"V_max",8,0.585793111817084,0.46265660397114,0.718625009571996,0.0918131994912531,0.610405544527464
1994,0,"V_max",1,0.826679422798677,0.826679422798677,0.826679422798677,NA,0.826679422798677
1994,1010,"V_max",121,0.742282229267271,0.670376748326667,0.826679422798677,0.0435637967743679,0.75987021102267
1994,1020,"V_max",114,0.751109678892675,0.307294255664178,0.876150843668885,0.14691560388841,0.826679422798677
1994,1030,"V_max",27,0.209478058805474,0.118592042924983,0.340878936977023,0.0639955457288941,0.20800370047489
1994,1040,"V_max",4,0.100508850495576,0.0848884734325088,0.122355371994599,0.0157877837754918,0.0973780070418066
1994,1050,"V_max",73,0.74618975184778,0.670376748326667,0.795870303798614,0.0416297578889371,0.75987021102267
1994,1060,"V_max",144,0.772717192347135,0.168697954134775,0.876150843668886,0.157434322535081,0.826679422798677
1994,1070,"V_max",29,0.132567864915047,0.0512544564293711,0.311875275245625,0.069133955003753,0.124299583058409
1994,1080,"V_max",2,0.0794709599088898,0.0724006420890142,0.0865239170101014,0.00998666346926266,0.0794622795495578
1994,1090,"V_max",74,0.73273821692676,0.610405544527464,0.826679422798677,0.0512328168441334,0.75987021102267
1994,1100,"V_max",112,0.696846196014773,0.17016594394083,0.853617897473532,0.222866325983067,0.826679422798677
1994,1110,"V_max",22,0.122412763562172,0.0512544564293711,0.222227234844109,0.0459127160613636,0.111914937521652
1994,1120,"V_max",1,0.142745294110008,0.142745294110008,0.142745294110008,NA,0.142745294110008
1994,1610,"V_max",52,0.595446883444126,0.116514381252363,0.826700563068421,0.200698062209294,0.670376748326667
1994,1620,"V_max",10,0.50298342412534,0.20149606389378,0.826700563068421,0.177384031522616,0.509027010281149
1994,1630,"V_max",2,0.55183015599911,0.431692728788192,0.671967583210028,0.169899978910291,0.55183015599911
1994,1650,"V_max",61,0.725686041189171,0.670376748326667,0.826679422798677,0.050035325866088,0.718625009571996
1994,1660,"V_max",27,0.627364387292699,0.189362745404003,0.853617897473532,0.214762305071969,0.698295209288815
1994,1670,"V_max",6,0.296793883655031,0.0724006420890142,0.698295209288815,0.223099100516578,0.254244109365563
1994,1690,"V_max",89,0.736322057714334,0.670376748326667,0.795870303798614,0.0409852347708737,0.758731225926477
1994,1700,"V_max",50,0.564621015803238,0.0995465369401602,0.826700563068421,0.238995034113883,0.655375173349612
1994,1710,"V_max",10,0.127094028312511,0.0831698842823113,0.202372726065296,0.0379192704810697,0.110816654371923
1994,1720,"V_max",1,0.0845564269003637,0.0845564269003637,0.0845564269003637,NA,0.0845564269003637
1994,1730,"V_max",83,0.729215055547846,0.670376748326667,0.795870303798614,0.0416581758782088,0.718625009571996
1994,1740,"V_max",59,0.659188771012425,0.138712123887289,0.826679422798677,0.206846495117527,0.79514571391992
1994,1750,"V_max",5,0.179733604467349,0.0492378183685706,0.278964166497223,0.112779261352138,0.222227234844109
1994,1760,"V_max",2,0.127722347775386,0.116376350998343,0.139078017061495,0.0160525020174873,0.127727184029919
1994,3020,"V_max",1,0.670376748326667,0.670376748326667,0.670376748326667,NA,0.670376748326667
1994,3440,"V_max",2,0.258488402506678,0.242911395477735,0.274065409535622,0.0220292146015129,0.258488402506678
1994,3450,"V_max",1,0.718625009571996,0.718625009571996,0.718625009571996,NA,0.718625009571996
1994,3550,"V_max",8,0.655016926485799,0.610405544527464,0.670376748326667,0.0275528224725321,0.670376748326667
1995,0,"V_max",1,0.549465440042658,0.549465440042658,0.549465440042658,NA,0.549465440042658
1995,1010,"V_max",121,0.743871451273984,0.670376748326667,0.826679422798677,0.0444869308221071,0.75987021102267
1995,1020,"V_max",114,0.801894985743324,0.242892026113337,0.876739542892459,0.108774557920596,0.826679422798677
1995,1030,"V_max",26,0.254468592527638,0.0436721009482325,0.513026721118673,0.13838116551729,0.231140707112462
1995,1040,"V_max",3,0.143356054653716,0.122355371994599,0.153843249560433,0.0181795345888442,0.153843249560433
1995,1050,"V_max",73,0.74618975184778,0.670376748326667,0.795870303798614,0.0416297578889371,0.75987021102267
1995,1060,"V_max",144,0.819875840026754,0.383655408211026,0.876150843668886,0.0765635006108669,0.826700563068421
1995,1070,"V_max",29,0.316499432054287,0.116376350998343,0.565827584372489,0.121990108492901,0.321832928573657
1995,1080,"V_max",2,0.185179553121429,0.154260094104759,0.216023091360149,0.0436730341856924,0.185141592732454
1995,1090,"V_max",74,0.736865515545718,0.610405544527464,0.826679422798677,0.0521517455617787,0.75987021102267
1995,1100,"V_max",112,0.744659965716738,0.0729097983866791,0.876150843668886,0.182769722541359,0.826679422798677
1995,1110,"V_max",22,0.169813708813438,0.0512544564293711,0.455113673915045,0.115496145029233,0.128400934048325
1995,1120,"V_max",1,0.137194297074166,0.137194297074166,0.137194297074166,NA,0.137194297074166
1995,1610,"V_max",52,0.5997599363063,0.370983523535497,0.758731225926477,0.0892722607903632,0.610405544527464
1995,1620,"V_max",10,0.436423285449703,0.0452737676074964,0.720200840487402,0.265888553332303,0.478566079893872
1995,1630,"V_max",2,0.319975298255844,0.311032519977318,0.328918076534371,0.0126469983267877,0.319975298255844
1995,1650,"V_max",61,0.636258885006048,0.469379318155101,0.718625009571996,0.0634159085552084,0.667232989085683
1995,1660,"V_max",27,0.606594975237794,0.163548628418759,0.758301544096782,0.137969730572856,0.678062893340625
1995,1670,"V_max",6,0.395179412146287,0.195313839646498,0.678062893340625,0.179765952739366,0.357695250758115
1995,1690,"V_max",89,0.704791023602512,0.610405544527464,0.79514571391992,0.0347405201430426,0.716181325484671
1995,1700,"V_max",50,0.641201958294079,0.117931510260174,0.826700563068421,0.18515015661673,0.720200840487402
1995,1710,"V_max",10,0.241502570553962,0.0314878775658344,0.610125702550844,0.176561792172623,0.19833899261976
1995,1720,"V_max",1,0.16352785734047,0.16352785734047,0.16352785734047,NA,0.16352785734047
1995,1730,"V_max",83,0.723375094653508,0.670376748326667,0.795870303798614,0.0371860200573242,0.718625009571996
1995,1740,"V_max",59,0.783146055524195,0.540700163065114,0.853376958752506,0.0650034000372618,0.795531706381355
1995,1750,"V_max",5,0.393664042788584,0.253368658442709,0.610125702550844,0.160713299195896,0.338602767984961
1995,1760,"V_max",2,0.25096396676944,0.199178512404408,0.302793568447981,0.0732669087614346,0.250986040426194
1995,3020,"V_max",1,0.670376748326667,0.670376748326667,0.670376748326667,NA,0.670376748326667
1995,3440,"V_max",2,0.610405544527464,0.610405544527464,0.610405544527464,0,0.610405544527464
1995,3450,"V_max",1,0.718625009571996,0.718625009571996,0.718625009571996,NA,0.718625009571996
1995,3550,"V_max",8,0.55918593811865,0.370983523535497,0.670376748326667,0.103355322392594,0.57537019195014
1996,0,"V_max",1,0.826679422798677,0.826679422798677,0.826679422798677,NA,0.826679422798677
1996,1010,"V_max",121,0.743871451273984,0.670376748326667,0.826679422798677,0.0444869308221071,0.75987021102267
1996,1020,"V_max",114,0.844623075765794,0.753164249953062,0.895713319058277,0.0284436565666409,0.853376958752506
1996,1030,"V_max",27,0.521589605311451,0.240342932991244,0.895713319058277,0.183242540216184,0.520384670411503
1996,1040,"V_max",4,0.21496039612985,0.191726992666849,0.267714481735512,0.0354195445468223,0.200145167627778
1996,1050,"V_max",73,0.74618975184778,0.670376748326667,0.795870303798614,0.0416297578889371,0.75987021102267
1996,1060,"V_max",144,0.847760283268976,0.604393758362067,0.895713319058277,0.038086658928357,0.853376958752506
1996,1070,"V_max",29,0.635664891419783,0.290835557004799,0.912310112889527,0.221165462773909,0.631798877512629
1996,1080,"V_max",2,0.319237236354774,0.290835557004799,0.347569177175684,0.0401167275440946,0.319202367090242
1996,1090,"V_max",74,0.741379196388414,0.667432028466161,0.826679422798677,0.0451571457310863,0.75987021102267
1996,1100,"V_max",112,0.854465803724749,0.697904325428202,0.895713319058277,0.033766127041215,0.853376958752506
1996,1110,"V_max",22,0.645873297936162,0.424879429646211,0.912310112889527,0.140521838314727,0.631798877512629
1996,1120,"V_max",1,0.7519165619366,0.7519165619366,0.7519165619366,NA,0.7519165619366
1996,1610,"V_max",52,0.687523624672315,0.465982036881416,0.795531706381355,0.048613470911616,0.670376748326667
1996,1620,"V_max",10,0.74884745919069,0.490615906655214,0.826700563068421,0.103191107923698,0.778255286930491
1996,1630,"V_max",2,0.778102216714027,0.728914162033309,0.827290271394745,0.0695624140362207,0.778102216714027
1996,1650,"V_max",61,0.725076417972075,0.670376748326667,0.826679422798677,0.0493881434548314,0.718625009571996
1996,1660,"V_max",27,0.746263601898432,0.513026721118673,0.853617897473532,0.0858814666821622,0.768079748980438
1996,1670,"V_max",6,0.511037539147315,0.279810634305283,0.724575303715689,0.22614810596115,0.517664037558067
1996,1690,"V_max",89,0.741763514451737,0.670376748326667,0.826679422798677,0.0456569057339842,0.75987021102267
1996,1700,"V_max",50,0.815092124487411,0.585443572825218,0.853617897473532,0.043305190889277,0.826679422798677
1996,1710,"V_max",10,0.538418678660015,0.337498752356885,0.829994519460238,0.16738785467737,0.514145697710386
1996,1720,"V_max",1,0.360536330239688,0.360536330239688,0.360536330239688,NA,0.360536330239688
1996,1730,"V_max",83,0.729215055547846,0.670376748326667,0.795870303798614,0.0416581758782088,0.718625009571996
1996,1740,"V_max",59,0.834303532072908,0.697904325428202,0.876150843668886,0.0315829765782628,0.827290271394745
1996,1750,"V_max",5,0.531447974291775,0.31805957989367,0.696616425456108,0.176204099118255,0.565088012021952
